t,ax,ay,az,gx,gy,gz
1764920638133,-4.5322237,2.4492683,8.157045,-0.4813618,-0.04153884,0.25411993
1764920638184,-5.374983,1.6136919,7.2065473,-0.7305948,0.047647487,-0.03176499
1764920638235,-3.5984852,-0.5315128,7.750031,-0.12461651,0.26511553,-0.14294247
1764920638287,-4.829105,2.918532,8.279149,0.17837265,0.84665924,0.14905111
1764920638341,-6.4308257,2.291251,6.145916,-3.8631117,0.22724187,0.07574729
1764920638392,-4.5753193,-1.0726024,5.9807158,-8.063421,-1.0763446,-0.7440339
1764920638444,0.06464344,-8.42759,-2.858677,-13.1922455,-1.4831808,-0.48502702
1764920638495,1.520318,-14.81532,-3.9624038,-12.263731,-1.1655309,-1.0531317
1764920638546,4.711789,-15.68681,-2.8083985,-6.6401052,0.3323107,-1.0800097
1764920638598,2.15957,-9.583989,-2.8491,-0.81000733,1.1252137,-1.174083
1764920638651,2.7820623,-10.919954,-2.7150247,-1.0861185,0.91629785,-0.35185838
1764920638704,-1.5586253,-12.045229,1.3383588,-1.4941764,0.59986967,-0.63163465
1764920638757,-0.80924016,-9.473856,-0.5410896,0.7648033,-0.3481932,-0.36041048
1764920638810,-2.4468741,-7.457938,-6.6989765,0.4007276,-0.2602286,0.42271876
1764920638869,-2.243367,-4.721366,-3.2704794,1.4819591,0.37384954,1.2547172
1764920638927,2.042254,-12.76349,-1.9081788,-1.2889256,-0.35308012,0.56688297
1764920638979,-1.8938135,-10.6398325,-3.7373488,1.205848,0.028099801,-0.16493362
1764920639031,1.1540052,-11.255142,-3.6655228,-0.26145032,-0.55955255,-0.2761111
1764920639088,-1.103727,-8.209718,-3.4835634,-0.56077427,-0.04886922,-0.40194935
1764920639147,-0.02633622,-7.302315,-4.656722,0.5571091,-0.021991149,0.05375614
1764920639199,0.47644615,-7.1730285,-4.0773253,-1.1936307,-0.15027285,0.24556783
1764920639252,-2.456451,-9.143456,-0.45968673,0.5412266,0.2125811,0.1282817
1764920639308,-0.4405331,-9.536105,-5.0302176,0.23457226,-0.43249258,0.19914207
1764920639363,-2.15957,-9.935937,-1.9057846,1.3744467,-0.27855456,0.16126843
1764920639417,1.0247183,-14.580688,3.4261026,1.8203784,-0.7330383,0.18203785
1764920639472,1.0079589,-19.541473,4.7620673,2.4569001,-0.8258898,-0.8405506
1764920639528,2.1284454,-21.176714,4.924873,3.0579915,-0.9468411,-1.3891076
