t,ax,ay,az,gx,gy,gz
1764917983684,-3.1268275,5.315128,7.405266,-0.002443461,0.07452556,0.002443461
1764917983735,-3.1196449,5.4324436,7.4148426,0.002443461,0.07696902,0.0061086523
1764917983808,-3.2273839,5.4180784,7.467515,0.014660766,0.065973446,0.02565634
1764917983859,-3.2345665,5.2002063,7.489063,-0.04886922,0.010995574,0.02687807
1764917983913,-3.2585084,5.2145715,7.405266,-0.029321533,-0.008552114,0.02321288
1764917983964,-3.3758245,5.116409,7.192182,-0.172264,-0.064751714,0.032986723
1764917984016,-3.5242648,5.1642933,6.5098343,-0.44715336,-0.14049901,0.095294975
1764917984067,-2.896984,4.1299977,7.1969705,-1.423316,-0.28099802,0.21380283
1764917984122,-3.0933087,3.916914,7.2113357,-2.1783454,-0.3005457,0.23335053
1764917984173,-2.5594015,2.5139117,5.657499,-4.7610836,-0.79168135,0.71837753
1764917984238,-1.8291701,-3.5098996,7.0700774,-7.2143188,-1.4721853,0.64751714
1764917984291,-1.3335704,-8.300697,2.3750482,-8.35908,-1.6444492,0.45570546
1764917984350,1.0726024,-15.270219,3.679888,-7.2277575,-1.378112,-0.17348573
1764917984409,0.30885202,-9.440337,-1.436521,-5.6920424,-0.6218608,-1.0958922
1764917984472,2.4947581,-11.291056,-1.5107412,-0.77579886,0.3640757,-0.19181168
1764917984532,1.6136919,-12.322956,2.2505496,-0.48747048,1.1337659,0.38728857
1764917984590,2.621651,-11.997345,4.0821137,2.7684412,0.9773844,0.18448131
1764917984647,2.932897,-7.9008656,3.560178,3.0091221,1.3158038,0.43127087
1764917984725,0.09816227,-7.8745294,2.621651,-1.5943583,-0.33841935,0.25778514
1764917984778,-1.5921441,-8.714894,0.062249243,-3.3915238,-0.81122905,0.20158553
1764917984831,-2.4516625,-10.85531,1.6950948,1.7751744,-0.05009095,0.64996064
1764917984887,-2.15957,-10.278308,1.2378023,0.86376345,-0.41416663,0.56321776
