t,ax,ay,az,gx,gy,gz
1764920582330,-2.0685902,-0.7326257,9.409213,-0.16493362,0.16982053,0.065973446
1764920582381,-2.2002714,-0.79726917,9.315839,-0.0036651916,0.065973446,0.008552114
1764920582433,-2.3942018,-0.80445176,9.246407,-0.0061086523,0.14538592,0.015882496
1764920582484,-2.5330653,-0.7110779,9.284714,-0.002443461,0.07452556,0.008552114
1764920582535,-2.3415294,-0.79008657,9.217676,0.0012217305,-0.036651913,-0.0012217305
1764920582587,-2.5067291,-0.80205756,9.28232,0.0012217305,-0.032986723,-0.0012217305
1764920582639,-2.267309,-0.7661445,9.263166,0.0036651916,-0.12095132,-0.009773844
1764920582691,-1.9488802,-0.7493851,9.421184,0.004886922,-0.1685988,-0.013439035
1764920582742,-2.2026656,-0.79487497,9.423578,-0.007330383,0.21624629,0.02321288
1764920582796,-2.870648,-0.81642276,9.227253,-0.008552114,0.24678956,0.02443461
1764920582849,-2.5019407,-0.6967127,9.181764,0.0012217305,-0.05009095,-0.002443461
1764920582901,-2.1499932,-0.770933,9.208099,0.002443461,-0.06352998,-0.002443461
1764920582953,-2.4492683,-0.6967127,9.222465,0.0012217305,-0.018325957,0
1764920583005,-2.3630772,-0.7541735,9.26556,0,-0.0012217305,0.0012217305
1764920583059,-2.492364,-0.81402856,9.222465,-0.0012217305,0.015882496,0.002443461
1764920583116,-2.420538,-0.78769237,9.279925,-0.0012217305,0.009773844,0.0036651916
1764920583169,-2.4037786,-0.7565677,9.258378,0,-0.004886922,0.0012217305
1764920583224,-2.4277205,-0.78290397,9.217676,0,0.0012217305,0.002443461
1764920583276,-2.4301147,-0.7685388,9.28232,0.0012217305,-0.0012217305,0.002443461
1764920583330,-2.348712,-0.7613561,9.258378,-0.0012217305,0.002443461,0.002443461
1764920583384,-2.3535004,-0.7613561,9.224859,0,0.002443461,0.002443461
1764920583436,-2.3463178,-0.78050977,9.267955,0,-0.002443461,0.002443461
1764920583489,-2.4492683,-0.80684596,9.234436,-0.0012217305,0.002443461,0.002443461
1764920583547,-2.3870192,-0.80205756,9.272743,0,-0.002443461,0.0012217305
1764920583599,-2.396596,-0.82599956,9.260772,0,0,0.002443461
1764920583652,-2.4133554,-0.7685388,9.222465,0,0.0012217305,0.002443461
1764920583707,-2.4420857,-0.7733272,9.229648,0,0,0.0012217305
1764920583760,-2.384625,-0.7565677,9.241618,0,0.0036651916,0.0012217305
1764920583813,-2.4420857,-0.7613561,9.248801,0,0,0.002443461
1764920583865,-2.3415294,-0.7781156,9.222465,0,0.0012217305,0.002443461
1764920583917,-2.4181437,-0.8331822,9.246407,0,0.002443461,0.0036651916
1764920583969,-2.3822308,-0.7422025,9.258378,0,0,0.0012217305
1764920584024,-2.384625,-0.79487497,9.205706,-0.0012217305,0,0.0012217305
1764920584077,-2.3918076,-0.7613561,9.241618,0,0,0.002443461
1764920584132,-2.3582888,-0.7398083,9.174581,-0.0012217305,0.002443461,0.0012217305
1764920584184,-2.3630772,-0.79487497,9.224859,0,0.0061086523,-0.0012217305
1764920584237,-2.3343468,-0.7326257,9.255983,0,0,0
1764920584289,-2.4061728,-0.80205756,9.246407,0,0.002443461,0
1764920584342,-2.3750482,-0.79008657,9.176975,0,0.002443461,-0.0012217305
1764920584394,-2.360683,-0.82360536,9.263166,0,0.002443461,0
1764920584448,-2.3798366,-0.78769237,9.239224,0,-0.0012217305,-0.0012217305
1764920584501,-2.3558946,-0.79487497,9.234436,0,0,0
1764920584553,-2.4109612,-0.79726917,9.217676,-0.0012217305,0.0012217305,0
1764920584606,-2.4157495,-0.82360536,9.229648,-0.0012217305,0.0012217305,0
1764920584658,-2.3798366,-0.7589619,9.308656,0.0012217305,-0.002443461,0
1764920584711,-2.4492683,-0.80205756,9.203311,0,-0.0012217305,0
1764920584764,-2.3918076,-0.8331822,9.248801,0,-0.0012217305,0
