t,ax,ay,az,gx,gy,gz
1764917045928,-1.292869,9.466674,1.4389153,0.04520403,-0.05375614,0
1764917045981,-1.3551182,9.557653,1.2808979,0.036651913,-0.080634214,-0.010995574
1764917046033,-1.2808979,9.662998,1.3479356,-0.0012217305,-0.12095132,-0.035430185
1764917046086,-1.484405,9.648633,1.388637,-0.019547688,-0.12095132,-0.047647487
1764917046139,-1.5251064,9.595961,1.2904748,-0.035430185,-0.15027285,-0.057421334
1764917046199,-1.4915876,9.574412,1.4915876,-0.05375614,-0.20158553,-0.06719518
1764917046264,-1.9800048,9.579201,1.5442601,-0.057421334,-0.19914207,-0.065973446
1764917046316,-2.4420857,9.624691,1.2617443,-0.07941248,-0.04520403,-0.02076942
1764917046369,-2.8682537,9.416395,1.7118542,-0.09040806,-0.040317107,0.019547688
1764917046433,-2.4732103,9.239224,2.291251,-0.059864793,0.056199603,0.1282817
1764917046489,-1.721431,9.272743,2.2577322,-0.017104227,0.07086037,0.16249016
1764917046542,-0.40701428,9.033323,1.6112977,0.015882496,0.07819075,0.15882497
1764917046594,1.0319009,8.868123,1.8818425,0.012217305,0.14049901,0.021991149
1764917046648,0.4213795,9.526528,1.6879122,0.0061086523,0.1001819,-0.08307768
1764917046700,-0.6440403,10.024523,1.7238252,-0.012217305,0.07574729,-0.14905111
1764917046756,-2.8179753,10.94629,1.5634137,-0.09407325,0.05009095,-0.14172074
1764917046809,-3.4524388,10.572795,1.7741034,-0.13561209,0.061086524,-0.0720821
1764917046861,-3.6248214,10.134656,1.3934253,-0.1685988,-0.002443461,0.014660766
1764917046913,-3.3925838,9.258378,1.5011644,-0.2321288,0.040317107,0.22235495
1764917046966,-2.7748797,9.270349,2.1284454,-0.2406809,0.1881465,0.33841935
1764917047018,-1.7741034,9.40203,2.327164,-0.22235495,0.267559,0.40194935
1764917047071,-1.5610195,9.208099,2.1571758,-0.15515977,0.24312437,0.44959682
1764917047131,-1.4221559,9.227253,2.8514943,-0.111177474,0.004886922,0.44837508
1764917047184,-2.468422,9.394848,1.412579,-0.07452556,0.17104226,0.48624873
1764917047236,-0.8714894,8.166622,1.0151415,-0.004886922,0.015882496,0.51068336
1764917047295,1.2425907,9.742006,1.7190368,0.04520403,-0.081855945,0.50701815
1764917047348,-0.6344634,9.528923,0.24420857,0.015882496,0.7867944,0.33353242
1764917047402,2.4229321,9.703699,0.3878607,0.040317107,-0.6426302,0.081855945
1764917047484,0.17956513,10.038888,1.5562311,-0.008552114,0.28099802,0.019547688
1764917047538,-0.22984336,9.358934,2.554613,-0.05009095,0.24556783,0.009773844
1764917047592,1.5705963,7.4866686,3.596091,0.002443461,-0.5717699,-0.037873644
1764917047660,2.3080103,8.192958,3.0550013,0.035430185,-1.0482447,-0.095294975
1764917047714,1.6017209,8.470686,2.5905263,-0.004886922,-0.8698721,-0.14172074
1764917047770,0.50517654,8.348581,1.7525556,-0.06719518,-0.56688297,-0.10262536
1764917047846,1.0366893,7.97748,2.8802247,-0.18692477,0.66828656,0.04886922
1764917047908,3.9719806,8.664616,2.731784,-0.23945917,0.61086524,-0.013439035
1764917047967,2.2697031,7.8865004,4.1371803,-0.2406809,-0.47036624,-0.25778514
1764917048022,2.4851813,8.293514,5.4204726,-0.21868975,-0.30787608,-0.3567453
1764917048091,0.02633622,9.660604,4.084508,-0.1160644,-0.6976081,-0.62796944
1764917048150,-2.4779987,7.335834,2.1859062,-0.042760566,-4.111123,-0.9370673
1764917048202,-8.875306,25.524584,10.065224,-0.030543262,-5.4147096,-1.0115929
1764917048255,-5.9639564,0.055066638,-0.5434838,0.30176744,-2.8050933,-0.3042109
1764917048310,-0.050278235,7.654263,1.9967642,0.12461651,-0.7684685,-0.17837265
1764917048364,-0.39504328,10.692505,2.0135236,0.080634214,-0.21991149,-0.12461651
1764917048416,-0.8403648,9.308656,1.9728222,0.035430185,0.080634214,-0.06719518
