t,ax,ay,az,gx,gy,gz
1764918339552,-0.29927522,-1.7405846,9.797073,0.2687807,-0.45937067,-0.3494149
1764918339606,-0.15562311,-1.8004397,9.512163,0.012217305,0,0.008552114
1764918339657,-0.22984336,-2.0231004,9.715671,0.02443461,-0.18692477,-0.0061086523
1764918339708,-0.28491,-1.7477672,9.423578,0.037873644,-0.26633725,-0.007330383
1764918339759,0.1364695,-1.661576,9.397242,0.02321288,0.103847094,0.032986723
1764918339811,0.090979666,-1.7357962,9.267955,0.010995574,0.16982053,0.030543262
1764918339862,-0.12928689,-1.7477672,9.167398,0.002443461,0.10873401,0.014660766
1764918339913,-0.16280572,-1.6136919,9.129091,-0.010995574,0.052534413,0.002443461
1764918339965,-0.260968,-1.6639702,8.949526,-0.036651913,0.07574729,0.0036651916
1764918340017,-0.5650316,-1.7477672,9.038112,-0.04886922,0.12339478,0.015882496
1764918340069,-0.8882488,-1.5705963,9.500193,-0.059864793,0.22235495,0.02687807
1764918340121,-0.7661445,-2.1619642,8.078036,-0.089186326,0.029321533,0.036651913
1764918340178,-0.8882488,-2.1212628,8.525752,-0.1685988,0.08307768,0.042760566
1764918340230,-0.62009823,-2.0135236,8.573636,-0.24923302,0.30909783,0.064751714
1764918340282,-1.2066777,-2.5905263,10.6398325,-0.30543262,0.13561209,0.04520403
1764918340333,-1.2378023,-2.5713725,12.837709,-0.12583824,-0.2406809,0.02076942
1764918340384,-1.4652514,-1.4413095,11.116279,0.08674286,-0.53023106,0.032986723
1764918340436,-0.38307226,-2.8658595,11.001357,-0.042760566,0.26511553,0.22235495
1764918340487,-0.35434186,-2.885013,11.865664,0.05009095,0.07941248,0.2003638
1764918340539,-0.1604115,-2.4109612,11.324574,0.22724187,-0.25900686,0.14660765
1764918340596,-0.033518825,-1.8579005,9.981427,0.3213151,-0.29810223,0.09285152
1764918340648,0.059855044,-1.9177556,8.300697,0.2443461,0.26145032,0.057421334
1764918340700,-0.095768064,-1.7597382,8.02297,0.18936823,0.267559,0.02687807
1764918340753,-0.15801731,-1.6567876,7.6111674,0.13683382,0.26267207,0.0036651916
1764918340808,-0.6488287,-1.4293385,7.513005,0.007330383,0.12217305,-0.017104227
1764918340861,-0.61291564,-1.5179238,7.445967,-0.06963864,0.07819075,-0.02565634
1764918340918,-0.6919243,-1.5442601,8.324639,-0.1881465,0.1001819,-0.05009095
1764918340970,-0.92176765,-1.8722657,8.825027,-0.21991149,0.06963864,-0.06841691
1764918341023,-1.0630256,-1.9680338,9.212888,-0.22235495,-0.02076942,-0.07574729
1764918341080,-1.3311762,-2.255338,9.648633,-0.24190263,0.14049901,-0.05375614
1764918341132,-1.4173675,-2.255338,9.727641,-0.22235495,0.18570304,-0.037873644
1764918341185,-1.6424223,-2.4540567,9.631873,-0.19792034,0.13927728,-0.029321533
