t,ax,ay,az,gx,gy,gz
1764921362956,-6.303933,0.8379706,5.2744265,-0.9443977,-0.13805555,-0.10873401
1764921363007,-5.3821654,-0.33997664,6.1387334,-1.8069394,-0.22724187,-0.5693264
1764921363061,-4.745308,-0.12210429,7.393295,-2.9455922,0.11484267,-1.2583824
1764921363115,-6.5241995,-4.8698063,7.6351094,-3.7152824,0.0061086523,-1.2461652
1764921363167,-4.3239284,-4.9703627,4.24492,-5.742133,-0.8014552,-2.0463986
1764921363218,-2.1667526,-8.882488,-1.4748282,-8.794016,-1.1594223,-3.0298917
1764921363269,-0.07182605,-11.446678,-2.6144683,-9.18497,-0.9224065,-2.4740043
1764921363320,1.2042835,-11.106702,-4.3119574,-2.2565362,0.57543504,-0.8197812
1764921363376,0.7302315,-9.255983,-2.2936451,-3.177721,0.2883284,-0.3286455
1764921363428,0.0047884034,-13.543999,-2.1380222,-1.8472565,0.5338962,-0.32253686
1764921363481,-0.2825158,-9.033323,-4.187459,-2.8185322,-2.2516494,-1.6102408
1764921363539,-3.2800562,-14.283808,-8.212111,-2.2589796,-2.4043655,-0.7305948
1764921363592,-3.5529952,-3.7924154,-6.8785415,2.7146852,-0.10629055,-0.32253686
1764921363646,1.8363527,-13.041217,-0.8379706,0.1001819,-0.77824235,-0.13316862
1764921363703,-1.5586253,-10.146626,-7.252037,1.8997909,-0.8698721,-0.6206391
1764921363762,-2.5833437,-9.126697,-5.5617304,1.817935,-0.31398472,-0.3200934
1764921363817,-0.05746084,-15.555128,-2.3415294,1.5247196,-0.1282817,-0.9224065
1764921363872,2.1045034,-14.4609785,-0.5291186,2.3591616,0.103847094,-2.0977113
1764921363927,2.147599,-16.833632,0.6679823,3.3988543,0.15882497,-2.5045476
1764921363980,3.064578,-19.275719,-0.60333884,3.2339206,0.28099802,-2.968805
1764921364037,1.721431,-14.635755,0.33997664,4.583933,-0.10873401,-3.4965928
1764921364089,1.1540052,-10.465055,0.11492168,3.6713002,-0.42638394,-3.5894442
1764921364143,1.6663644,-5.590461,1.3024458,4.0280457,-0.6035349,-3.3560936
1764921364202,1.460463,-3.217807,0.34476504,2.823419,-0.3848451,-2.7415633
1764921364264,0.49799395,4.285621,-1.7429788,3.0164526,-0.16371189,-2.506991
1764921364327,1.3144168,11.499351,-0.5602432,2.0024164,0.2565634,-1.0812315
1764921364391,1.9201498,9.169792,0.21068975,-0.41050145,0.4251622,0.26511553
1764921364443,-0.830788,3.940856,-1.8842367,-2.4165828,1.1972959,1.7385225
1764921364498,0.5793968,0.5410896,-0.20829555,-3.3072245,1.4416419,2.4825563
1764921364566,2.5929205,-7.5944076,0.770933,-5.364619,0.21746802,3.199712
1764921364622,1.2473791,-10.462662,3.4596214,-5.6248474,1.033584,3.7922513
1764921364675,0.6847417,-11.9135475,-1.0821792,-5.9730406,0.06352998,3.0934217
1764921364728,-3.952827,-16.527174,-1.8507179,-5.0286427,-0.6096435,2.869845
1764921364788,3.13401,-10.733206,1.1300632,-3.259577,-1.3793337,1.9755383
1764921364844,2.0494366,-17.70991,-4.7070007,-1.500285,-0.71959925,1.396438
1764921364900,2.6288335,-18.942924,-4.656722,0.31887165,-0.50335294,0.6658431
1764921364955,3.0621839,-24.22932,-2.8921957,1.5381587,-0.22113322,-1.1410962
1764921365010,2.255338,-18.002003,-2.4253263,2.8845057,0.17104226,-2.4178047
1764921365064,2.408567,-15.478514,-0.35194764,4.353026,-0.056199603,-3.1349604
1764921365118,2.3989902,-14.135366,0.7589619,4.500855,0.10140363,-3.25469
1764921365171,3.5458126,-11.461043,1.3814543,4.191757,-0.35308012,-3.5014796
1764921365226,1.4077905,-9.380483,1.2378023,3.6285396,-0.91751957,-3.5234706
1764921365279,0.4357447,-8.520964,-0.09816227,3.9559634,-0.52656585,-3.5527923
1764921365334,1.5179238,0.4285621,1.3814543,3.4074063,-0.63041294,-3.1667254
1764921365388,2.6479871,9.572019,-0.016759412,3.3903022,-0.32498032,-1.7788396
1764921365440,-0.35194764,6.0645127,-3.9504328,0.6084218,-0.087964594,-0.8002335
1764921365494,-0.9816227,7.165846,-4.831499,-0.32253686,0.9089675,0.53878313
1764921365548,0.58897364,2.8898015,-0.7469909,-2.2333233,1.2950343,1.8765781
1764921365602,1.9369092,-0.46926352,1.316811,-2.8454103,1.4184291,2.4556782
1764921365660,2.9616275,-5.1906295,4.060566,-3.5833356,1.1301007,3.1569517
1764921365712,1.5514427,-12.63899,0.6727707,-3.6871827,0.44715336,3.803247
1764921365778,-2.8538885,-12.088325,4.0701427,-3.7641516,1.1447614,3.79836
1764921365830,0.7733272,-10.077195,6.658275,-4.3346996,0.52778757,3.182608
1764921365882,-1.0462662,-17.961302,2.2050598,-5.975484,1.110553,2.475226
1764921365934,-0.05746084,-15.8544035,2.6431987,-3.241251,0.10262536,2.0708332
1764921365991,1.1468226,-16.4338,-1.5227122,-0.7098254,-0.45570546,0.8026769
1764921366048,-0.62249243,-21.001938,-0.5267244,0.59986967,-0.35430184,-0.45570546
1764921366099,1.2904748,-16.263813,2.9137435,1.7776178,-0.5681047,-1.2302825
1764921366151,1.7046716,-19.139248,0.8690952,1.7519615,-0.4972443,-2.6401596
1764921366212,1.3982137,-14.300567,3.193865,2.3359487,-0.07941248,-3.0628784
1764921366274,2.633622,-15.564705,0.8571242,2.4996605,-0.2443461,-3.3108897
1764921366332,3.6367924,-11.724405,1.5777789,1.5992452,0.06963864,-3.5918877
1764921366391,3.289633,-7.762002,-0.019153614,1.8704693,0.2883284,-2.9846876
1764921366444,1.7908629,-7.132327,1.3838485,3.7934732,0.3323107,-3.2070425
1764921366496,1.3311762,-3.3207579,-1.3096284,2.9113839,0.20891592,-3.1618385
1764921366551,0.45968673,2.7030537,1.472434,2.9260445,0.43249258,-2.637716
1764921366610,2.6671407,7.3430166,-0.16998832,1.1960741,0.23823744,-0.85154617
1764921366664,2.3822308,8.571242,0.81163436,0.46670106,0.5558874,0.14538592
1764921366717,1.2306197,4.879383,-0.4309563,-1.9682078,1.0054842,1.5222762
1764921366772,-0.035913024,-1.4149733,0.49559975,-3.1435125,1.2815952,2.6719246
1764921366824,0.21308395,-6.409278,0.79726917,-4.569272,0.7733554,3.0628784
1764921366876,1.9895816,-7.8050976,0.830788,-5.367062,0.7293731,3.5014796
1764921366930,-0.12210429,-6.2943563,0.21068975,-4.619363,-0.5815437,3.5918877
1764921366982,-1.7717092,-16.005238,-1.1587936,-5.23145,-0.042760566,2.9895744
1764921367035,5.731719,-14.83208,4.3478703,-4.62425,-0.77457714,2.144137
