t,ax,ay,az,gx,gy,gz
1764918347198,-3.940856,-3.4332852,7.989451,0.008552114,-0.013439035,0.013439035
1764918347251,-3.7110126,-3.406949,7.93199,0.002443461,-0.019547688,0.010995574
1764918347304,-3.7708676,-3.394978,8.0684595,-0.007330383,0.028099801,0.004886922
1764918347357,-3.8498764,-3.3901896,8.056489,0.002443461,-0.029321533,0
1764918347409,-3.6990416,-3.3686419,8.09719,0.002443461,-0.02687807,-0.004886922
1764918347462,-3.7900212,-3.4380736,8.14268,0,0.004886922,-0.010995574
1764918347515,-3.916914,-3.4931402,8.204929,0.012217305,-0.009773844,-0.017104227
1764918347569,-3.9695864,-3.3877954,8.111555,0.018325957,-0.02076942,-0.015882496
1764918347624,-4.050989,-3.4021606,8.018182,0.019547688,-0.02443461,-0.012217305
1764918347678,-3.9624038,-3.2800562,7.965509,0.009773844,-0.004886922,-0.008552114
1764918347730,-3.8474822,-3.3327289,7.9702973,0.0036651916,-0.007330383,-0.008552114
1764918347783,-3.7852328,-3.3662477,8.12592,-0.0036651916,0.019547688,-0.013439035
1764918347835,-4.096479,-3.3039982,8.183381,0.015882496,-0.008552114,-0.02443461
1764918347904,-4.074931,-3.4835634,8.104373,0.032986723,-0.089186326,-0.015882496
1764918347958,-4.237737,-3.5194764,8.343793,0.02565634,-0.095294975,-0.009773844
1764918348011,-4.060566,-3.3159695,8.288726,0.040317107,-0.2003638,-0.0012217305
1764918348063,-3.8857894,-3.3806129,8.101978,0.047647487,-0.14049901,0.018325957
1764918348115,-3.7349546,-3.371036,8.295909,0.030543262,-0.081855945,0.02565634
1764918348167,-3.6727054,-3.3494883,8.274361,0.037873644,-0.13439035,0.019547688
1764918348223,-3.371036,-3.3063924,8.149862,0.04153884,-0.18692477,0.007330383
1764918348277,-3.4404678,-3.2609026,8.288726,0.030543262,-0.15027285,-0.013439035
1764918348329,-3.3901896,-3.289633,8.291121,0.02565634,-0.081855945,-0.02321288
1764918348382,-3.526659,-3.3207579,8.7125,0.021991149,-0.018325957,-0.028099801
1764918348434,-3.3279405,-3.1603463,8.913613,0.05131268,0.02076942,-0.04886922
1764918348490,-3.2225955,-3.277662,9.069236,0.07941248,-0.07452556,-0.073303826
1764918348544,-3.2632968,-3.181894,8.724471,0.105068825,-0.02443461,-0.07819075
1764918348596,-3.4763808,-3.107674,8.51857,0.09407325,0.095294975,-0.06963864
1764918348649,-3.5218706,-3.3159695,8.6813755,0.09285152,0.12095132,-0.05497787
1764918348701,-3.7588966,-3.4117374,8.822633,0.119729586,0.07086037,-0.052534413
1764918348754,-4.321534,-3.0693667,8.300697,0.1966986,-0.23457226,-0.010995574
1764918348806,-4.3263226,-2.6791117,8.374918,0.19303341,-0.17470746,0.035430185
1764918348861,-3.8067808,-3.0095115,8.662222,0.18570304,-0.14294247,0.07941248
1764918348913,-3.727772,-2.765303,9.44752,0.22235495,-0.105068825,0.1600467
1764918348965,-3.2202013,-2.4468741,9.500193,0.26267207,-0.32742378,0.16249016
1764918349017,-3.2872388,-2.3702598,9.504981,0.27122417,0.0061086523,0.17959438
1764918349072,-1.0941502,-2.4756045,11.070788,0.37995818,0.0061086523,0.14660765
1764918349126,-1.4413095,-2.9161377,11.906365,0.52290064,-0.05009095,0.014660766
1764918349178,-3.775656,-0.7278373,9.773131,0.68539083,-0.33353242,-0.13439035
1764918349231,-1.6472107,-1.3335704,10.287885,0.6267477,-0.47403142,-0.019547688
1764918349283,-1.7860745,-1.7477672,10.623073,0.6792821,-0.5839872,-0.07574729
1764918349335,-1.8435353,-1.1683705,8.183381,0.6914995,-0.8173377,-0.1685988
1764918349391,-1.7860745,-0.18195933,7.3885064,0.54244834,-0.4728097,-0.16737708
1764918349447,-3.7900212,-1.0534488,12.220005,0.50701815,-0.45204028,-0.1600467
1764918349499,-1.7549498,-0.05746084,9.296685,0.6230826,-0.49602258,-0.05009095
1764918349552,-2.5210943,0.7517793,10.682928,0.5155703,-0.2883284,-0.19058995
1764918349604,-1.4556746,0.2896984,10.749966,0.5729916,-0.13683382,-0.087964594
1764918349659,-0.93613285,0.3878607,11.544841,0.61453044,-0.2932153,-0.1160644
1764918349712,-4.0773253,1.1587936,12.567164,0.7489208,0.04642576,-0.05009095
1764918349765,-1.6496049,0.30166942,12.5743475,0.8381071,0.06352998,0.05009095
1764918349818,-4.3143516,1.5825673,16.402676,0.96761054,-0.1685988,-0.010995574
1764918349880,-4.2521024,-0.9816227,23.585281,1.7067575,-0.5852089,0.24556783
1764918349932,-2.7724855,-0.8882488,24.784777,2.212554,0.21013765,0.34574974
1764918349984,-2.3894134,-2.681506,24.042574,2.7232373,0.32375857,0.46181414
1764918350037,0.32561144,-4.656722,17.427395,3.6248744,0.34574974,0.47403142
1764918350091,1.6041151,-6.265626,13.192051,3.9278636,-0.51923543,0.376293
1764918350144,2.7222073,-7.273585,8.911219,4.0903535,-0.17837265,0.21991149
1764918350196,2.8275523,-10.606314,2.6839,4.206418,-0.042760566,0.058643065
1764918350248,1.5131354,-11.413159,-0.074220255,4.191757,0.71593404,0.10751228
1764918350301,1.1013328,-9.176975,-4.6495395,4.1001277,0.58276546,0.10751228
1764918350353,1.8483237,-4.88896,-11.11149,3.739717,0.23090707,0.059864793
1764918350406,1.8579005,-3.8857894,-13.041217,3.426954,0.5131268,0.028099801
1764918350460,0.38307226,-3.107674,-12.528857,3.0665436,0.47036624,0.059864793
1764918350515,2.15957,-3.1387985,-12.466608,2.4813347,0.28099802,-0.0061086523
1764918350568,3.1268275,-2.9879637,-12.9167185,2.235767,0.087964594,-0.1001819
1764918350620,2.4636335,-2.2744915,-14.611813,1.9779817,0.31764993,-0.19547687
1764918350674,4.8626237,-1.2066777,-23.867796,1.3158038,0.073303826,-0.29565877
1764918350727,3.6822822,-1.661576,-32.228348,0.6658431,-0.59864795,-0.4642576
1764918350780,0.8643068,-3.4452562,-38.04147,-0.2761111,-0.57910025,-0.516792
1764918350832,-0.78529817,-10.953473,-44.06528,-2.814867,-1.4575244,-0.3323107
1764918350886,-1.1540052,-21.516691,-41.805157,-4.2137485,-1.6114625,-0.009773844
1764918350938,0.6919243,-33.229126,-37.62009,-5.4916787,-2.0207422,0.37018433
1764918350991,2.6719291,-59.534218,-21.6364,-7.516086,-2.5411994,1.3304645
1764918351046,7.726089,-70.37517,-10.790668,-8.053647,-3.018896,1.9694295
1764918351100,9.634268,-74.04787,6.129156,-8.2808895,-1.5894713,2.4569001
1764918351152,22.754494,-42.169075,61.997852,-6.541145,-0.7281514,2.430022
1764918351205,28.340166,-16.232687,74.56981,-4.316374,-0.3213151,1.6358972
1764918351258,21.068975,-2.0015526,68.05518,-1.9682078,0.41538838,0.75991637
1764918351315,12.878411,5.116409,63.25481,1.2534955,0.54000485,-0.38973203
1764918351367,11.329363,-3.8307228,62.124744,2.7403414,1.0592403,-0.53023106
1764918351420,10.70687,-19.965248,56.09375,4.3493605,0.9944886,-0.66339964
1764918351472,5.710171,-49.62462,27.626694,7.1752234,1.9694295,-0.3811799
1764918351524,4.024653,-54.745815,8.063671,7.7164497,1.2095132,-0.057421334
1764918351580,4.0198646,-55.006783,-1.9847932,7.756767,1.1582005,0.16126843
1764918351633,4.996699,-46.68693,-15.729905,7.1055846,1.0848967,0.50823987
1764918351684,6.600814,-40.6727,-23.628376,6.522819,1.4587462,0.6792821
1764918351736,6.517017,-32.776623,-33.14533,5.7091465,0.45204028,0.61819565
1764918351789,11.377247,-12.569559,-54.271763,2.783102,0.4129449,0.35308012
1764918351843,13.584701,-8.042124,-59.52943,0.95172805,-0.4166101,-0.080634214
1764918351895,12.878411,-8.554482,-62.222908,-0.9993755,-0.5045747,-0.5009095
1764918351953,3.6750996,-32.84366,-49.825733,-5.039638,-1.6468927,-0.8063421
1764918352006,5.374983,-48.561592,-38.86747,-6.6022315,-2.147802,-0.50579643
1764918352058,4.673482,-61.868565,-24.574087,-7.7115626,-2.389705,-0.09040806
1764918352110,4.5418005,-77.49792,-2.4636335,-8.598539,-2.9431489,1.1459832
1764918352164,11.844116,-78.44363,6.634333,-8.517905,-2.6890287,2.0402899
1764918352216,13.314156,-71.70873,24.887726,-8.1648245,-1.8887954,2.2174408
1764918352271,27.48783,-25.945963,63.62591,-5.263215,-1.391551,1.8924606
1764918352324,28.242002,-7.9367785,70.3608,-3.3609805,-0.54733527,1.2681563
1764918352378,24.890121,0.6536171,67.535645,-1.5283848,0.88086766,0.5766568
1764918352432,16.816874,-3.7565024,62.392895,1.9181169,0.8491027,-0.70005155
1764918352485,12.11466,-13.36204,55.804054,3.4538321,1.0690142,-0.9663888
1764918352538,10.649409,-25.335442,47.170563,4.9052477,1.6383406,-0.9786061
1764918352590,4.771644,-50.005295,23.822308,6.9699726,1.858252,-0.6206391
1764918352643,4.177882,-55.176773,11.602302,7.492873,1.518611,-0.26145032
1764918352696,5.7269306,-58.65555,5.2528787,7.7262235,0.8356637,-0.17348573
1764918352752,3.6942532,-56.24698,-8.860941,7.5417423,1.2889256,0.21502456
1764918352805,2.8419175,-53.184795,-14.274231,7.1984363,1.5577064,0.54367006
1764918352857,4.501099,-48.396393,-19.519926,6.7476177,1.1618657,0.8185594
1764918352915,12.155362,-26.755203,-53.45534,4.800179,0.42760566,0.7672467
1764918352972,12.658144,-19.172768,-64.48064,3.0164526,0.17104226,0.34574974
1764918353025,11.9374895,-9.880871,-72.58022,0.8258898,-0.10629055,-0.036651913
1764918353079,10.225636,-28.076803,-57.829548,-4.02438,-1.1679744,-0.675617
1764918353133,7.824251,-44.8003,-44.67341,-5.9046235,-1.3671165,-0.7464773
1764918353190,4.63278,-67.909134,-18.748993,-8.1012945,-1.491733,-0.28588495
1764918353242,3.095703,-73.3727,-9.9550905,-8.5276785,-2.2809708,0.10751228
1764918353296,6.4858923,-77.34708,-4.1659107,-8.695056,-3.3060026,0.9077458
1764918353352,17.120935,-73.377495,14.901511,-8.326094,-3.5332446,2.048842
1764918353404,17.611748,-60.812725,38.87944,-7.585725,-0.95417154,2.3066273
1764918353456,23.757664,-37.124493,52.16247,-6.1086526,-2.0207422,2.0207422
1764918353508,25.335442,-5.3678,63.30748,-2.7403414,-0.21991149,0.9969321
1764918353560,22.720974,2.7006595,61.47113,-1.0409144,0.17959438,0.3408628
1764918353618,22.847866,2.1571758,59.309166,0.37018433,0.31398472,-0.21991149
